zip,percent_pop_0_17,percent_pop_70_80,median_hh_income,pop_bucket
75067,0.254,0.027,60029,high_under_18
75068,0.315,0.023,94356,high_under_18
75070,0.294,0.043,98754,high_under_18
75074,0.256,0.044,65558,high_under_18
75082,0.223,0.053,120237,high_under_18
75088,0.23,0.043,86140,high_under_18
75089,0.283,0.035,97534,high_under_18
75094,0.314,0.042,127095,high_under_18
75098,0.31,0.03,88453,high_under_18
75104,0.296,0.034,69699,high_under_18
75114,0.261,0.034,64519,high_under_18
75115,0.265,0.053,65194,high_under_18
75126,0.335,0.031,89782,high_under_18
75132,0.344,0.006,70364,high_under_18
75134,0.326,0.033,49440,high_under_18
75141,0.213,0.019,37007,high_under_18
75146,0.295,0.035,56458,high_under_18
75149,0.301,0.04,47016,high_under_18
75150,0.28,0.04,48921,high_under_18
75152,0.31,0.05,55666,high_under_18
75154,0.287,0.045,73996,high_under_18
75159,0.258,0.045,48861,high_under_18
75166,0.33,0.029,91136,high_under_18
75167,0.267,0.045,82135,high_under_18
75172,0.268,0.049,40839,high_under_18
75180,0.362,0.019,44228,high_under_18
75181,0.29,0.024,77238,high_under_18
75182,0.284,0.043,137721,high_under_18
75189,0.295,0.042,81275,high_under_18
75203,0.271,0.034,32699,high_under_18
75205,0.228,0.048,129406,high_under_18
75208,0.255,0.04,55855,high_under_18
75210,0.309,0.034,25793,high_under_18
75211,0.308,0.034,38760,high_under_18
75212,0.343,0.042,30673,high_under_18
75214,0.203,0.046,84709,high_under_18
75215,0.217,0.048,27358,high_under_18
75217,0.344,0.03,35282,high_under_18
75220,0.288,0.03,43001,high_under_18
75223,0.288,0.036,41667,high_under_18
75224,0.324,0.033,37225,high_under_18
75227,0.346,0.03,41240,high_under_18
75228,0.29,0.032,40306,high_under_18
75229,0.245,0.052,88062,high_under_18
75231,0.268,0.031,37189,high_under_18
75233,0.309,0.04,45468,high_under_18
75235,0.191,0.037,48449,high_under_18
75236,0.334,0.028,40685,high_under_18
75237,0.328,0.022,26768,high_under_18
75238,0.3,0.04,58908,high_under_18
75240,0.29,0.034,42567,high_under_18
75243,0.255,0.028,38640,high_under_18
75247,0,0.191,16886,high_70_80
75249,0.306,0.035,60250,high_under_18
75253,0.362,0.017,41905,high_under_18
75254,0.27,0.03,47437,high_under_18
75287,0.199,0.02,49887,high_under_18
76001,0.286,0.04,83192,high_under_18
76002,0.318,0.017,84821,high_under_18
76006,0.204,0.033,43112,high_under_18
76010,0.314,0.021,35183,high_under_18
76011,0.248,0.029,35681,high_under_18
76014,0.286,0.028,50916,high_under_18
76017,0.246,0.052,69155,high_under_18
76018,0.284,0.018,64406,high_under_18
76039,0.219,0.043,64385,high_under_18
76040,0.267,0.039,55037,high_under_18
76051,0.242,0.037,83634,high_under_18
76063,0.292,0.04,93201,high_under_18
76065,0.269,0.051,87365,high_under_18
76092,0.33,0.034,207127,high_under_18
76105,0.322,0.039,28843,high_under_18
76111,0.313,0.027,42938,high_under_18
76112,0.251,0.044,40756,high_under_18
76118,0.278,0.049,64732,high_under_18
76119,0.32,0.049,34333,high_under_18
76120,0.294,0.033,46404,high_under_18
76137,0.283,0.03,70846,high_under_18
76140,0.31,0.045,52752,high_under_18
76148,0.267,0.041,67561,high_under_18
76155,0.179,0.014,51934,high_under_18
76180,0.231,0.054,54851,high_under_18
76182,0.237,0.05,86386,high_under_18
76210,0.27,0.047,85890,high_under_18
76244,0.336,0.027,100861,high_under_18
76248,0.282,0.046,123446,high_under_18
76262,0.287,0.039,107191,high_under_18
77003,0.168,0.029,59575,high_under_18
77005,0.242,0.046,180758,high_under_18
77008,0.167,0.029,97690,high_under_18
77009,0.235,0.039,49383,high_under_18
77011,0.279,0.054,30665,high_under_18
77012,0.27,0.041,36537,high_under_18
77013,0.285,0.034,39513,high_under_18
77014,0.294,0.021,45596,high_under_18
77015,0.32,0.033,45917,high_under_18
77017,0.27,0.046,44286,high_under_18
77018,0.242,0.049,81565,high_under_18
77019,0.131,0.059,112243,high_70_80
77020,0.284,0.034,27587,high_under_18
77023,0.26,0.037,37462,high_under_18
77025,0.2,0.053,71990,high_under_18
77029,0.294,0.052,32200,high_under_18
77030,0.19,0.046,75290,high_under_18
77031,0.257,0.032,44459,high_under_18
77032,0.39,0.039,30451,high_under_18
77034,0.312,0.028,47252,high_under_18
77035,0.269,0.037,44546,high_under_18
77036,0.293,0.025,29744,high_under_18
77037,0.32,0.035,41491,high_under_18
77038,0.345,0.021,41347,high_under_18
77039,0.33,0.045,34608,high_under_18
77040,0.243,0.035,55438,high_under_18
77041,0.247,0.037,79503,high_under_18
77042,0.227,0.038,47297,high_under_18
77043,0.231,0.04,60043,high_under_18
77044,0.335,0.02,76387,high_under_18
77045,0.284,0.054,51170,high_under_18
77046,0.025,0.099,90036,high_70_80
77047,0.292,0.036,56706,high_under_18
77049,0.3,0.021,56760,high_under_18
77051,0.273,0.052,27244,high_under_18
77053,0.313,0.029,45953,high_under_18
77055,0.285,0.035,52269,high_under_18
77056,0.134,0.071,107003,high_70_80
77058,0.17,0.049,51635,high_under_18
77060,0.362,0.014,28948,high_under_18
77061,0.286,0.026,39180,high_under_18
77063,0.221,0.042,44957,high_under_18
77064,0.253,0.036,67763,high_under_18
77065,0.257,0.041,54688,high_under_18
77066,0.254,0.042,61430,high_under_18
77067,0.311,0.017,40138,high_under_18
77071,0.264,0.054,49137,high_under_18
77072,0.278,0.036,41041,high_under_18
77073,0.325,0.017,54079,high_under_18
77074,0.284,0.034,36593,high_under_18
77075,0.301,0.027,50653,high_under_18
77076,0.339,0.029,34842,high_under_18
77077,0.209,0.046,66587,high_under_18
77078,0.321,0.04,35770,high_under_18
77080,0.275,0.048,44386,high_under_18
77081,0.327,0.013,29079,high_under_18
77082,0.232,0.044,53999,high_under_18
77083,0.269,0.038,54786,high_under_18
77084,0.281,0.026,65617,high_under_18
77085,0.257,0.042,55950,high_under_18
77086,0.326,0.03,43116,high_under_18
77087,0.302,0.042,35302,high_under_18
77088,0.289,0.042,44472,high_under_18
77089,0.257,0.043,66775,high_under_18
77090,0.302,0.028,39392,high_under_18
77091,0.268,0.05,32500,high_under_18
77092,0.267,0.036,39921,high_under_18
77093,0.318,0.029,30837,high_under_18
77094,0.288,0.051,158160,high_under_18
77095,0.269,0.033,92175,high_under_18
77099,0.276,0.029,38878,high_under_18
77338,0.297,0.034,50263,high_under_18
77345,0.276,0.054,128646,high_under_18
77346,0.305,0.039,98840,high_under_18
77357,0.298,0.043,47805,high_under_18
77365,0.263,0.044,72623,high_under_18
77373,0.282,0.042,67924,high_under_18
77375,0.295,0.034,69446,high_under_18
77377,0.318,0.033,96064,high_under_18
77379,0.267,0.05,99693,high_under_18
77385,0.287,0.034,88220,high_under_18
77386,0.324,0.025,99076,high_under_18
77388,0.246,0.052,87574,high_under_18
77389,0.313,0.044,115725,high_under_18
77396,0.3,0.016,64195,high_under_18
77401,0.264,0.053,172205,high_under_18
77406,0.251,0.047,114696,high_under_18
77407,0.311,0.025,96947,high_under_18
77429,0.312,0.03,103092,high_under_18
77433,0.345,0.019,103773,high_under_18
77449,0.309,0.024,72397,high_under_18
77450,0.27,0.038,101240,high_under_18
77459,0.264,0.051,112161,high_under_18
77469,0.248,0.049,82214,high_under_18
77477,0.214,0.035,58524,high_under_18
77479,0.279,0.045,135952,high_under_18
77489,0.25,0.044,66124,high_under_18
77493,0.285,0.046,85865,high_under_18
77494,0.34,0.026,137600,high_under_18
77498,0.263,0.039,80307,high_under_18
77502,0.319,0.04,46105,high_under_18
77503,0.313,0.037,45778,high_under_18
77504,0.295,0.044,40693,high_under_18
77505,0.249,0.033,77490,high_under_18
77506,0.335,0.028,34838,high_under_18
77518,0.307,0.025,38843,high_under_18
77520,0.288,0.044,46311,high_under_18
77521,0.29,0.044,62513,high_under_18
77523,0.308,0.03,100116,high_under_18
77530,0.311,0.033,55761,high_under_18
77532,0.27,0.043,62606,high_under_18
77536,0.258,0.05,82420,high_under_18
77539,0.241,0.043,71216,high_under_18
77545,0.327,0.015,70326,high_under_18
77547,0.311,0.036,41037,high_under_18
77562,0.241,0.054,62077,high_under_18
77571,0.24,0.051,75232,high_under_18
77573,0.286,0.033,103922,high_under_18
77578,0.283,0.034,99082,high_under_18
77580,0.451,0.032,0,high_under_18
77583,0.28,0.039,67241,high_under_18
77584,0.283,0.037,106162,high_under_18
77586,0.225,0.044,90612,high_under_18
77587,0.336,0.033,44371,high_under_18
77598,0.219,0.027,52167,high_under_18
78023,0.278,0.041,122706,high_under_18
78050,0.259,0,29539,high_under_18
78052,0.277,0.053,61827,high_under_18
78056,0.145,0.072,96324,high_70_80
78066,0.409,0,65352,high_under_18
78069,0.314,0.037,45135,high_under_18
78073,0.32,0.035,44385,high_under_18
78108,0.304,0.038,89919,high_under_18
78109,0.314,0.03,65220,high_under_18
78112,0.292,0.037,51131,high_under_18
78121,0.258,0.041,90566,high_under_18
78152,0.219,0.046,78319,high_under_18
78154,0.268,0.048,76451,high_under_18
78161,0.194,0.011,42326,high_under_18
78201,0.244,0.052,36844,high_under_18
78202,0.306,0.042,24744,high_under_18
78203,0.255,0.04,31058,high_under_18
78205,0.014,0.139,31706,high_70_80
78207,0.286,0.049,25517,high_under_18
78210,0.259,0.047,36583,high_under_18
78213,0.227,0.047,42708,high_under_18
78214,0.289,0.047,35072,high_under_18
78216,0.203,0.04,46186,high_under_18
78218,0.264,0.049,40406,high_under_18
78219,0.319,0.053,32795,high_under_18
78221,0.275,0.047,39531,high_under_18
78223,0.284,0.04,40326,high_under_18
78224,0.292,0.044,47919,high_under_18
78225,0.269,0.053,33057,high_under_18
78227,0.318,0.039,38804,high_under_18
78229,0.198,0.034,38837,high_under_18
78234,0.369,0,62938,high_under_18
78235,0.165,0.024,65069,high_under_18
78237,0.272,0.052,28273,high_under_18
78238,0.258,0.048,45463,high_under_18
78240,0.221,0.043,52779,high_under_18
78242,0.312,0.038,40789,high_under_18
78244,0.284,0.034,60940,high_under_18
78245,0.316,0.029,63269,high_under_18
78247,0.255,0.042,72719,high_under_18
78249,0.182,0.043,62747,high_under_18
78250,0.256,0.043,64826,high_under_18
78251,0.262,0.031,65172,high_under_18
78252,0.28,0.027,56349,high_under_18
78253,0.312,0.034,96847,high_under_18
78254,0.316,0.027,82330,high_under_18
78255,0.301,0.054,120814,high_under_18
78256,0.214,0.021,101140,high_under_18
78258,0.291,0.043,104802,high_under_18
78259,0.286,0.045,93002,high_under_18
78260,0.315,0.043,116854,high_under_18
78261,0.316,0.033,102860,high_under_18
78264,0.286,0.042,49855,high_under_18
78504,0.297,0.043,63158,high_under_18
78516,0.354,0.053,32854,high_under_18
78537,0.365,0.053,27961,high_under_18
78538,0.337,0.052,27996,high_under_18
78539,0.308,0.041,55507,high_under_18
78541,0.328,0.029,33829,high_under_18
78542,0.362,0.019,36538,high_under_18
78557,0.333,0.042,33627,high_under_18
78559,0.283,0.052,41422,high_under_18
78560,0.376,0.018,38871,high_under_18
78561,0.31,0.047,29712,high_under_18
78562,0.268,0.035,29605,high_under_18
78563,0,0.078,40446,high_70_80
78565,0,0.383,26080,high_70_80
78570,0.373,0.046,32424,high_under_18
78573,0.355,0.036,35740,high_under_18
78574,0.379,0.03,34511,high_under_18
78576,0.447,0.031,21825,high_under_18
78577,0.348,0.052,39388,high_under_18
78589,0.33,0.039,35695,high_under_18
78593,0.312,0.049,26705,high_under_18
78595,0.373,0.049,24012,high_under_18
78596,0.329,0.052,34339,high_under_18
78610,0.267,0.04,76623,high_under_18
78612,0.288,0.04,59894,high_under_18
78613,0.298,0.029,96857,high_under_18
78616,0.29,0.045,53457,high_under_18
78617,0.319,0.017,52819,high_under_18
78621,0.283,0.043,58730,high_under_18
78626,0.238,0.047,62860,high_under_18
78633,0.111,0.265,74375,high_70_80
78634,0.309,0.025,77092,high_under_18
78640,0.319,0.033,69014,high_under_18
78641,0.297,0.035,88562,high_under_18
78642,0.273,0.051,85896,high_under_18
78653,0.318,0.027,66752,high_under_18
78656,0.25,0.019,45260,high_under_18
78660,0.278,0.032,81693,high_under_18
78662,0.208,0.031,80315,high_under_18
78664,0.286,0.028,67462,high_under_18
78665,0.304,0.03,92511,high_under_18
78681,0.301,0.036,100622,high_under_18
78702,0.181,0.044,54053,high_under_18
78703,0.198,0.045,98553,high_under_18
78717,0.306,0.033,104167,high_under_18
78723,0.236,0.04,49606,high_under_18
78724,0.366,0.019,45158,high_under_18
78725,0.256,0.04,62172,high_under_18
78726,0.256,0.028,88322,high_under_18
78727,0.176,0.04,74458,high_under_18
78728,0.207,0.034,55603,high_under_18
78729,0.193,0.033,73047,high_under_18
78731,0.195,0.054,89099,high_under_18
78732,0.36,0.039,142612,high_under_18
78733,0.314,0.029,136563,high_under_18
78736,0.217,0.045,107467,high_under_18
78739,0.331,0.04,147736,high_under_18
78741,0.186,0.014,39049,high_under_18
78742,0.075,0.104,33182,high_70_80
78744,0.303,0.021,47073,high_under_18
78745,0.176,0.042,60567,high_under_18
78746,0.255,0.053,136138,high_under_18
78747,0.267,0.04,79500,high_under_18
78748,0.21,0.036,74176,high_under_18
78749,0.223,0.032,92313,high_under_18
78752,0.247,0.022,41486,high_under_18
78753,0.263,0.028,45983,high_under_18
78754,0.272,0.027,64114,high_under_18
78757,0.193,0.049,65709,high_under_18
78758,0.213,0.028,50018,high_under_18
79821,0.259,0.032,38011,high_under_18
79835,0.339,0.045,28833,high_under_18
79836,0.306,0.042,37453,high_under_18
79838,0.307,0.045,27724,high_under_18
79906,0.412,0,49119,high_under_18
79908,0.316,0,61836,high_under_18
79911,0.322,0.009,91957,high_under_18
79912,0.27,0.049,57863,high_under_18
79927,0.294,0.048,33255,high_under_18
79928,0.344,0.023,50513,high_under_18
79932,0.301,0.044,56485,high_under_18
79934,0.315,0.017,68084,high_under_18
79936,0.276,0.033,52785,high_under_18
79938,0.345,0.016,55742,high_under_18
80007,0.261,0.05,134472,high_under_18
80010,0.297,0.024,38917,high_under_18
80011,0.285,0.03,43764,high_under_18
80012,0.257,0.047,49658,high_under_18
80013,0.258,0.033,74202,high_under_18
80015,0.272,0.033,93231,high_under_18
80016,0.285,0.049,113243,high_under_18
80017,0.272,0.036,60050,high_under_18
80018,0.342,0.023,98427,high_under_18
80019,0.393,0.02,77531,high_under_18
80020,0.238,0.045,84089,high_under_18
80021,0.195,0.042,76369,high_under_18
80022,0.342,0.027,60269,high_under_18
80024,0.229,0.031,33533,high_under_18
80026,0.226,0.044,76794,high_under_18
80027,0.25,0.04,105009,high_under_18
80030,0.237,0.05,49152,high_under_18
80109,0.301,0.036,120989,high_under_18
80110,0.188,0.039,53915,high_under_18
80111,0.255,0.053,102191,high_under_18
80112,0.231,0.054,91458,high_under_18
80124,0.229,0.046,110403,high_under_18
80125,0.236,0.047,116455,high_under_18
80126,0.292,0.034,121524,high_under_18
80127,0.234,0.052,104827,high_under_18
80129,0.274,0.043,110801,high_under_18
80130,0.309,0.04,115276,high_under_18
80132,0.256,0.054,126619,high_under_18
80133,0.246,0.036,54904,high_under_18
80134,0.29,0.029,108761,high_under_18
80137,0.382,0.038,92986,high_under_18
80138,0.266,0.049,111723,high_under_18
80204,0.228,0.041,36216,high_under_18
80205,0.172,0.028,62865,high_under_18
80206,0.106,0.064,68643,high_70_80
80207,0.243,0.053,73325,high_under_18
80209,0.114,0.065,90382,high_70_80
80210,0.164,0.039,82865,high_under_18
80211,0.168,0.044,70057,high_under_18
80212,0.171,0.049,73154,high_under_18
80214,0.183,0.044,42607,high_under_18
80216,0.246,0.027,48125,high_under_18
80219,0.299,0.037,43815,high_under_18
80220,0.2,0.044,69967,high_under_18
80221,0.224,0.049,52865,high_under_18
80222,0.167,0.053,54080,high_under_18
80223,0.247,0.043,48066,high_under_18
80229,0.29,0.036,54554,high_under_18
80230,0.217,0.04,86464,high_under_18
80231,0.204,0.048,53850,high_under_18
80233,0.259,0.035,69621,high_under_18
80234,0.234,0.043,66959,high_under_18
80236,0.258,0.053,55054,high_under_18
80237,0.146,0.068,67988,high_70_80
80238,0.35,0.033,135819,high_under_18
80239,0.314,0.028,54346,high_under_18
80241,0.262,0.039,85380,high_under_18
80249,0.318,0.02,71460,high_under_18
80260,0.295,0.043,45324,high_under_18
80301,0.165,0.041,79494,high_under_18
80305,0.173,0.052,89954,high_under_18
80422,0.199,0.027,73509,high_under_18
80425,0.009,0.193,132344,high_70_80
80433,0.199,0.05,92561,high_under_18
80457,0.227,0,93929,high_under_18
80504,0.266,0.049,88036,high_under_18
80514,0.262,0.033,53105,high_under_18
80516,0.285,0.037,112113,high_under_18
80520,0.299,0.046,67714,high_under_18
80530,0.239,0.032,74038,high_under_18
80544,0,0.087,0,high_70_80
80601,0.271,0.046,67817,high_under_18
80602,0.292,0.039,107317,high_under_18
80603,0.273,0.041,80222,high_under_18
80640,0.321,0.025,79596,high_under_18
80642,0.244,0.053,69420,high_under_18
80809,0.071,0.073,60278,high_70_80
80814,0.168,0.037,70394,high_under_18
80816,0.143,0.128,50828,high_70_80
80817,0.321,0.025,60936,high_under_18
80831,0.283,0.044,86967,high_under_18
80860,0.074,0.082,44063,high_70_80
80902,0.392,0,46288,high_under_18
80904,0.122,0.087,47873,high_70_80
80905,0.232,0.045,41961,high_under_18
80908,0.268,0.054,110259,high_under_18
80909,0.237,0.053,40589,high_under_18
80910,0.264,0.047,37681,high_under_18
80915,0.243,0.051,57193,high_under_18
80916,0.309,0.027,47500,high_under_18
80920,0.272,0.035,88690,high_under_18
80921,0.296,0.054,117677,high_under_18
80922,0.282,0.032,85855,high_under_18
80923,0.278,0.035,85479,high_under_18
80924,0.359,0.019,124745,high_under_18
80925,0.318,0.022,75357,high_under_18
80927,0.383,0.027,102407,high_under_18
80928,0.315,0.043,51563,high_under_18
80930,0.322,0.02,62663,high_under_18
80938,0.492,0,0,high_under_18
80951,0.325,0.021,81367,high_under_18
83605,0.311,0.048,42183,high_under_18
83631,0.15,0.063,29318,high_70_80
83634,0.282,0.034,66945,high_under_18
83644,0.315,0.051,49685,high_under_18
83646,0.303,0.05,65842,high_under_18
83669,0.293,0.054,57023,high_under_18
83687,0.296,0.034,49712,high_under_18
83702,0.197,0.05,55954,high_under_18
83703,0.219,0.046,55276,high_under_18
83704,0.217,0.049,47726,high_under_18
83705,0.203,0.054,42224,high_under_18
83706,0.161,0.046,45698,high_under_18
83709,0.263,0.047,70228,high_under_18
83713,0.293,0.05,67137,high_under_18
83716,0.281,0.032,85259,high_under_18
84003,0.378,0.037,86767,high_under_18
84004,0.355,0.037,113807,high_under_18
84005,0.488,0.011,75010,high_under_18
84015,0.338,0.033,62057,high_under_18
84020,0.335,0.033,110270,high_under_18
84024,0.252,0,51094,high_under_18
84025,0.358,0.037,97440,high_under_18
84037,0.354,0.051,93214,high_under_18
84040,0.283,0.051,90796,high_under_18
84041,0.339,0.026,62906,high_under_18
84043,0.425,0.023,84786,high_under_18
84044,0.32,0.026,58137,high_under_18
84045,0.473,0.014,90722,high_under_18
84047,0.26,0.037,54232,high_under_18
84049,0.32,0.054,77951,high_under_18
84050,0.355,0.047,85929,high_under_18
84054,0.313,0.021,77307,high_under_18
84056,0.348,0,52525,high_under_18
84060,0.191,0.054,104645,high_under_18
84062,0.368,0.027,71420,high_under_18
84065,0.343,0.029,93646,high_under_18
84067,0.312,0.039,66506,high_under_18
84070,0.264,0.054,68703,high_under_18
84074,0.334,0.039,68417,high_under_18
84075,0.382,0.028,90681,high_under_18
84081,0.367,0.018,82985,high_under_18
84084,0.277,0.042,68134,high_under_18
84087,0.302,0.036,86158,high_under_18
84088,0.301,0.033,67802,high_under_18
84094,0.271,0.052,78302,high_under_18
84095,0.334,0.043,99682,high_under_18
84096,0.413,0.012,95835,high_under_18
84098,0.273,0.036,118245,high_under_18
84101,0.078,0.063,43613,high_70_80
84103,0.139,0.061,64163,high_70_80
84104,0.311,0.026,42130,high_under_18
84105,0.187,0.033,74918,high_under_18
84106,0.234,0.038,63650,high_under_18
84107,0.201,0.051,51463,high_under_18
84115,0.237,0.041,38914,high_under_18
84116,0.3,0.032,44669,high_under_18
84118,0.311,0.029,65471,high_under_18
84119,0.294,0.035,50035,high_under_18
84120,0.309,0.042,62329,high_under_18
84123,0.261,0.046,52962,high_under_18
84128,0.351,0.027,70256,high_under_18
84144,0,0.057,88798,high_70_80
84403,0.266,0.046,60453,high_under_18
85006,0.287,0.023,32166,high_under_18
85007,0.272,0.041,31396,high_under_18
85008,0.266,0.026,37696,high_under_18
85009,0.298,0.027,27506,high_under_18
85012,0.144,0.063,62672,high_70_80
85013,0.185,0.051,51889,high_under_18
85014,0.19,0.05,46390,high_under_18
85015,0.275,0.039,33532,high_under_18
85017,0.337,0.025,29758,high_under_18
85019,0.319,0.027,31815,high_under_18
85021,0.265,0.052,40744,high_under_18
85023,0.242,0.051,55186,high_under_18
85024,0.234,0.043,75070,high_under_18
85027,0.209,0.049,53981,high_under_18
85029,0.234,0.051,42853,high_under_18
85031,0.339,0.029,30213,high_under_18
85032,0.222,0.048,51763,high_under_18
85033,0.363,0.023,37497,high_under_18
85034,0.284,0.054,24454,high_under_18
85035,0.348,0.02,37391,high_under_18
85037,0.327,0.02,53938,high_under_18
85040,0.306,0.028,35164,high_under_18
85041,0.335,0.027,50735,high_under_18
85042,0.28,0.042,49310,high_under_18
85043,0.364,0.014,48559,high_under_18
85044,0.21,0.053,73743,high_under_18
85045,0.27,0.043,134517,high_under_18
85048,0.248,0.032,101546,high_under_18
85051,0.271,0.051,41298,high_under_18
85053,0.216,0.054,49114,high_under_18
85054,0.117,0.067,96970,high_70_80
85083,0.301,0.038,104854,high_under_18
85085,0.272,0.031,86786,high_under_18
85142,0.34,0.037,79306,high_under_18
85147,0.199,0.054,11813,high_under_18
85201,0.253,0.04,37261,high_under_18
85202,0.224,0.045,46365,high_under_18
85203,0.279,0.046,49129,high_under_18
85204,0.276,0.038,47772,high_under_18
85210,0.277,0.031,39633,high_under_18
85212,0.317,0.035,84450,high_under_18
85215,0.147,0.156,65044,high_70_80
85224,0.233,0.035,66649,high_under_18
85225,0.252,0.034,58571,high_under_18
85226,0.241,0.031,82369,high_under_18
85233,0.242,0.044,80230,high_under_18
85234,0.297,0.035,80340,high_under_18
85248,0.139,0.194,68007,high_70_80
85250,0.142,0.094,67841,high_70_80
85257,0.135,0.072,57292,high_70_80
85258,0.131,0.169,80850,high_70_80
85263,0.016,0.356,84811,high_70_80
85266,0.136,0.165,115787,high_70_80
85268,0.132,0.151,76644,high_70_80
85282,0.18,0.051,51783,high_under_18
85283,0.206,0.043,60548,high_under_18
85286,0.305,0.029,98844,high_under_18
85295,0.326,0.027,92589,high_under_18
85296,0.311,0.032,86833,high_under_18
85297,0.366,0.016,97788,high_under_18
85301,0.329,0.036,30100,high_under_18
85302,0.242,0.047,42150,high_under_18
85303,0.303,0.035,52234,high_under_18
85305,0.227,0.037,65640,high_under_18
85306,0.215,0.051,60756,high_under_18
85307,0.282,0.035,52426,high_under_18
85308,0.205,0.05,74060,high_under_18
85310,0.226,0.045,97071,high_under_18
85323,0.31,0.029,48415,high_under_18
85326,0.278,0.041,55980,high_under_18
85335,0.322,0.035,51915,high_under_18
85338,0.294,0.044,72392,high_under_18
85339,0.338,0.025,66684,high_under_18
85340,0.294,0.038,85711,high_under_18
85351,0.005,0.332,36162,high_70_80
85353,0.338,0.019,60907,high_under_18
85355,0.273,0.037,88391,high_under_18
85373,0.131,0.231,52199,high_70_80
85374,0.157,0.187,51935,high_70_80
85375,0.012,0.33,48216,high_70_80
85377,0.094,0.303,95129,high_70_80
85379,0.302,0.043,72871,high_under_18
85383,0.293,0.047,110158,high_under_18
85387,0.084,0.253,69523,high_70_80
85388,0.324,0.044,76232,high_under_18
85392,0.266,0.034,64943,high_under_18
85614,0.074,0.306,49915,high_70_80
85619,0.508,0,78819,high_under_18
85622,0.003,0.388,56345,high_70_80
85629,0.326,0.054,74366,high_under_18
85641,0.299,0.038,83602,high_under_18
85654,0.255,0,0,high_under_18
85658,0.147,0.175,83128,high_70_80
85701,0.179,0.05,41143,high_under_18
85706,0.328,0.038,33128,high_under_18
85708,0.432,0,54310,high_under_18
85718,0.157,0.109,84453,high_70_80
85739,0.114,0.274,63991,high_70_80
85747,0.301,0.043,82793,high_under_18
85756,0.243,0.045,47117,high_under_18
85757,0.33,0.036,53271,high_under_18
87001,0.321,0.036,53550,high_under_18
87042,0.121,0.148,49023,high_70_80
87043,0.091,0.132,72898,high_70_80
87052,0.28,0.052,34323,high_under_18
87059,0.158,0.083,69915,high_70_80
87102,0.189,0.054,28818,high_under_18
87108,0.201,0.044,28476,high_under_18
87113,0.253,0.028,75820,high_under_18
87116,0.308,0.009,67135,high_under_18
87120,0.236,0.049,66285,high_under_18
87121,0.309,0.024,41863,high_under_18
87144,0.281,0.046,68977,high_under_18
88008,0.331,0.036,49743,high_under_18
88021,0.311,0.049,31195,high_under_18
88024,0.401,0,40888,high_under_18
88063,0.321,0.048,24867,high_under_18
88072,0.366,0.02,27798,high_under_18
88081,0.296,0.034,24917,high_under_18
89030,0.325,0.032,32533,high_under_18
89031,0.278,0.046,63004,high_under_18
89032,0.274,0.048,56978,high_under_18
89054,0,0.415,0,high_70_80
89081,0.308,0.025,61116,high_under_18
89085,0.306,0.036,106295,high_under_18
89086,0.355,0.026,57340,high_under_18
89101,0.222,0.042,24023,high_under_18
89102,0.259,0.054,33681,high_under_18
89106,0.287,0.045,31421,high_under_18
89108,0.261,0.05,44602,high_under_18
89109,0.124,0.066,46875,high_70_80
89110,0.299,0.042,44947,high_under_18
89115,0.325,0.022,35395,high_under_18
89119,0.199,0.039,32879,high_under_18
89124,0.126,0.098,89375,high_70_80
89134,0.112,0.213,64844,high_70_80
89138,0.295,0.04,110136,high_under_18
89139,0.259,0.027,73375,high_under_18
89141,0.271,0.035,85924,high_under_18
89142,0.276,0.033,48978,high_under_18
89143,0.312,0.034,81419,high_under_18
89148,0.277,0.03,67477,high_under_18
89156,0.275,0.042,47541,high_under_18
89161,0.282,0,36694,high_under_18
89166,0.283,0.014,80814,high_under_18
89169,0.209,0.034,30960,high_under_18
89178,0.253,0.034,79846,high_under_18
89179,0.296,0.018,85647,high_under_18
89183,0.236,0.03,64616,high_under_18
90001,0.317,0.029,35660,high_under_18
90002,0.321,0.027,34000,high_under_18
90003,0.326,0.024,34397,high_under_18
90004,0.194,0.036,46581,high_under_18
90005,0.193,0.05,32461,high_under_18
90006,0.24,0.042,33790,high_under_18
90010,0.065,0.096,47115,high_70_80
90011,0.326,0.021,33824,high_under_18
90014,0.012,0.059,37619,high_70_80
90015,0.216,0.041,32979,high_under_18
90016,0.209,0.05,43443,high_under_18
90017,0.223,0.038,28638,high_under_18
90018,0.243,0.048,37341,high_under_18
90019,0.194,0.05,50671,high_under_18
90020,0.18,0.038,42407,high_under_18
90022,0.269,0.043,41276,high_under_18
90023,0.281,0.031,40225,high_under_18
90026,0.172,0.042,54342,high_under_18
90027,0.114,0.059,58344,high_70_80
90029,0.161,0.044,37379,high_under_18
90031,0.231,0.043,41126,high_under_18
90032,0.223,0.048,47370,high_under_18
90033,0.3,0.039,31683,high_under_18
90036,0.161,0.033,74279,high_under_18
90037,0.288,0.031,31045,high_under_18
90038,0.174,0.036,36996,high_under_18
90039,0.155,0.057,81394,high_70_80
90042,0.216,0.045,55596,high_under_18
90044,0.296,0.036,32278,high_under_18
90057,0.224,0.043,31337,high_under_18
90058,0.407,0.015,16425,high_under_18
90059,0.351,0.025,37653,high_under_18
90061,0.283,0.041,37126,high_under_18
90062,0.243,0.047,40018,high_under_18
90063,0.268,0.046,44121,high_under_18
90066,0.168,0.048,75209,high_under_18
90067,0.059,0.259,123889,high_70_80
90073,0,0.074,0,high_70_80
